"company_name","company_display_name","industry","total_reviews","company_overall_rating","company_work_life_balance","company_salary_benefits","company_job_security","company_company_culture","company_skill_development","company_work_satisfaction","company_promotions_appraisal","review_title","overall_rating","review_date","designation","employment_type","employee_status","work_location","likes","dislikes","additional_comments","sub_work_life_balance","sub_salary_benefits","sub_job_security","sub_company_culture","sub_skill_development","sub_work_satisfaction","sub_promotions_appraisal","source_page","source_url"
"ITC","","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Production","4.0","23/03/2026","Media Production Specialist","Permanent","Current Employee","Bengaluru","Good working environment with low pressure.management gives good respect employees.the food provided by the company is very good.employees usually work only 8 hours without work pressure.benefite like bonus and LTA are satisfactory.over all its good company with decent annual benefit","Salary increment is given only once in five years.promotion and grate improvement opportunity is are very limited.basic Salary is low compared to the work.careert growth and future opportunities are limited","Rotational Shift (Strict Timings),","4.0","3.0","5.0","5.0","4.0","3.0","2.0","1","https://www.ambitionbox.com/reviews/itc-reviews"
"ITC","","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Production","2.0","25/03/2025","Media Production Specialist","Contractual","Current Employee","Saharanpur","Nothing","Politics","Monday to Saturday (Flexible Timings), This is a desk job.","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1","https://www.ambitionbox.com/reviews/itc-reviews"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Procurement & Purchase","4.0","07/03/2026","Senior Procurement and Supply Chain Manager","Permanent","Current Employee","Bhadrachalam","Work and life balance is good","Salary need to improve","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within Country .","4.0","3.0","4.0","4.0","4.0","4.0","4.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Quality Assurance and Testing","1.0","07/03/2026","Office Associate","Permanent","Current Employee","Hyderabad","","","","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Retail & B2C Sales","3.0","06/03/2026","Sales Officer","Permanent","Current Employee","Guwahati","Good environment","work life balance is zero","Strict Timings , This job involves Travel Within Country .","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Facility Management","5.0","04/03/2026","Salesman","Permanent","Current Employee","New Delhi","Very good","Salry bahut kam h","Monday to Friday ( Flexible Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Retail & B2C Sales","2.0","03/03/2026","Sells Representative","Permanent","Current Employee","Kolkata","","","2 days/week from office , Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","2.0","2.0","5.0","5.0","5.0","3.0","1.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Production","4.0","03/03/2026","Manufacturing Executive","Permanent","Current Employee","Vadodara","","","","5.0","4.0","5.0","4.0","4.0","4.0","3.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Production","5.0","27/02/2026","Production Officer","Permanent","Current Employee","Kolkata","Work culture","","","5.0","4.0","5.0","4.0","4.0","4.0","1.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Marketing","5.0","27/02/2026","Trade Sales Incharge","Permanent","Current Employee","Ranchi","","","Strict Timings , This job involves Travel Within City .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Sales Support & Operations","3.0","20/02/2026","Marketing Development Officer","Permanent","Current Employee","Ambikapur","","This is third party payroll job","100%  field , Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","4.0","2.0","3.0","3.0","1.0","3.0","1.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Voice / Blended","5.0","19/02/2026","Associate Quality Analyst","Permanent","Current Employee","Kolkata","Lovely work culture 
Safe for women","Nothing to mention","Monday to Friday ( Strict Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Accounting & Taxation","5.0","18/02/2026","Unit Finance Manager","Permanent","Current Employee","Bengaluru","Good","Location","Monday to Friday ( Flexible Timings ) , This job involves Travel Within Country .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Construction Engineering","1.0","11/02/2026","Project Executive","Permanent","Current Employee","Bengaluru","","","","1.0","1.0","1.0","1.0","3.0","2.0","1.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Community Health & Safety","1.0","10/02/2026","EHS Executive","Permanent","Current Employee","Kolkata","","Bad behavior, dont deliver what they promise.","Monday to Saturday ( Strict Timings ) , This job involves Travel Within City .","1.0","1.0","4.0","2.0","1.0","1.0","1.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Retail & B2C Sales","5.0","09/02/2026","Area Executive","Permanent","Current Employee","Kolkata","","","Monday to Saturday , This job involves Travel Within City .","5.0","3.0","3.0","3.0","4.0","3.0","1.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Production","5.0","09/02/2026","Executive Production","Permanent","Current Employee","Pune","Respect, working culture, facility","Salary, career growth","Rotational Shift ( Flexible Timings ) , This job involves Travel Within Country .","5.0","4.0","5.0","4.0","5.0","4.0","3.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Sales Support & Operations","4.0","08/02/2026","Team Lead","Permanent","Current Employee","Chennai","Many positive in my company.  Good management, I had great experience and great team .","","","5.0","3.0","5.0","5.0","5.0","5.0","3.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Quality Assurance and Testing","5.0","07/02/2026","Quality Officer","Permanent","Current Employee","Pune","ITC limited offers a professional work environment with strong focus on quality and processes.
Work life balance generally maintained and the company culture encourage discipline, teamwork and long time goal.","","","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Retail & B2C Sales","5.0","07/02/2026","Sales Officer","Permanent","Current Employee","Goa","","","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City , Travel Within Country .","5.0","5.0","5.0","5.0","5.0","5.0","4.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Operations, Maintenance & Support","5.0","05/02/2026","Maintenance Manager","Permanent","Current Employee","Haridwar","I like to work in ITC
ITC is my best company","Transfer policy","Monday to Saturday ( Flexible Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Enterprise & B2B Sales","5.0","29/01/2026","Area Executive","Permanent","Current Employee","Panchkula","Good i am fully Satisfied","90% on Laptop working","Weekly Sunday , Monday to Saturday ( Flexible Timings ) ,","5.0","4.0","4.0","4.0","4.0","4.0","3.0","2","https://www.ambitionbox.com/reviews/itc-reviews?page=2"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Finance","3.0","28/01/2026","Finance Executive","Permanent","Current Employee","Hyderabad","","No Employee appreciation and recognition, but job 100% security","Flexible Timings , This job involves Travel Within Country , Travel Within City .","2.0","3.0","4.0","3.0","2.0","3.0","2.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Retail & B2C Sales","5.0","27/01/2026","Sales Executive","Permanent","Current Employee","Kanchipuram","","Good","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","5.0","3.0","5.0","4.0","5.0","4.0","3.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Operations","5.0","26/01/2026","Production Officer","Permanent","Current Employee","Guwahati","","","","5.0","5.0","4.0","5.0","5.0","5.0","4.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Production","5.0","25/01/2026","Operator","Permanent","Current Employee","Kapurthala","Very nice work culture","Helper very rude and uneducated","Rotational Shift ( Strict Timings ) , This is a desk job.","5.0","2.0","5.0","5.0","5.0","5.0","1.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Quality Assurance and Testing","1.0","24/01/2026","Office Associate","Permanent","Current Employee","Kolkata","Nothing","Everything and everybody","2 days work from home , Monday to Friday ( Strict Timings ) , This is a desk job.","4.0","2.0","1.0","1.0","1.0","1.0","2.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","BD / Pre Sales","5.0","21/01/2026","Area Executive","Permanent","Current Employee","Visakhapatnam","","","Monthly , Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","5.0","4.0","4.0","4.0","4.0","3.0","3.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Operations / Strategy","1.0","20/01/2026","Store Manager","Permanent","Current Employee","Hyderabad","","Bad","2 days/week from office , Strict Timings , This is a desk job.","1.0","1.0","1.0","2.0","1.0","1.0","1.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Quality Assurance - Other","4.0","19/01/2026","Quality Executive","Permanent","Current Employee","Uluberia","Work life balance is okay, job role is good","Very poor salary, growth is very slow, journey time too much","Monday to Saturday ( Strict Timings ) , This job involves Travel Within Country .","3.0","2.0","5.0","3.0","4.0","3.0","3.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Production","4.0","17/01/2026","Manufacturing Executive","Permanent","Current Employee","Kapurthala","Supportive team and positive environment","Extreme wheather conditions in North","Rotational Shift ( Strict Timings ) , This job involves Travel Within City .","4.0","5.0","5.0","5.0","5.0","5.0","3.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Engineering","5.0","17/01/2026","Technical Executive","Permanent","Current Employee","Pune","","","Monday to Saturday ( Flexible Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Retail & B2C Sales","3.0","16/01/2026","Area Executive","Permanent","Current Employee","New Delhi","Job security","No work life balance","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","2.0","3.0","4.0","4.0","3.0","3.0","2.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Back Office","5.0","14/01/2026","Quality Auditor","Permanent","Current Employee","Kolkata","","","Monday to Friday , This job involves Travel Within City .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","SCM & Logistics","5.0","13/01/2026","Warehouse Manager","Permanent","Current Employee","Varanasi","","Nothing","Monday to Saturday ( Flexible Timings ) ,","4.0","4.0","5.0","4.0","4.0","3.0","2.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Occupational Health & Safety","4.0","13/01/2026","EHS Executive","Permanent","Current Employee","Pune","","","Monday to Friday ( Strict Timings ) ,","2.0","3.0","4.0","2.0","4.0","2.0","3.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","F&B Service","3.0","12/01/2026","FNB Associate","Permanent","Current Employee","Kolkata","Super visor,associate,  exicutive very help fool","","","3.0","1.0","1.0","1.0","5.0","1.0","1.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Operations, Maintenance & Support","5.0","11/01/2026","Plant Operator","Permanent","Current Employee","Haridwar","","Nothing","Flexible Timings , This job involves International Travel .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","HR Operations","4.0","10/01/2026","Assistant Manager- HR","Permanent","Current Employee","Bengaluru","Job Security
Medical Benefits (OPD also covered)
Sampling
Free Lunch
Friendly Management 
Work Life Balance","","","5.0","4.0","5.0","4.0","4.0","5.0","3.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Engineering","5.0","10/01/2026","Welder","Permanent","Current Employee","Bhadrachalam","","Nothing Dislike and ITC follows 100% safety so that's why no dislike working on their","Flexible Timings , This job involves Travel Within Country , Travel Within City .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Engineering","5.0","08/01/2026","Technician","Permanent","Current Employee","Kolkata","Excellent  this is good","Nothing  dislike","Rotational Shift ( Strict Timings ) , This job involves Travel Within City , Travel Within Country , International Travel .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Operations, Maintenance & Support","3.0","04/01/2026","Senior Technical Associate Engineer","Permanent","Current Employee","Bengaluru","Job secured but less growth","Work culture not to byers","Strict Timings ,","3.0","3.0","4.0","3.0","3.0","3.0","2.0","3","https://www.ambitionbox.com/reviews/itc-reviews?page=3"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Procurement & Purchase","4.0","27/12/2025","Data Entry Operator","Permanent","Current Employee","Hyderabad","There is good environment at work place ,Team well encouraged to me.","Nothing","Monday to Saturday ( Flexible Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Business Process Quality","4.0","23/12/2025","Quality Executive","Permanent","Current Employee","Kapurthala","","","Monday to Friday ( Flexible Timings ) , This is a desk job.","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Non Voice","5.0","23/12/2025","Office Assistant","Permanent","Current Employee","Hyderabad","","NA","Monday to Friday ( Flexible Timings ) , This job involves Travel Within City .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Production","4.0","23/12/2025","Operator","Permanent","Current Employee","Kapurthala","","","Rotational Shift ( Strict Timings ) , This is a desk job.","4.0","3.0","5.0","4.0","5.0","5.0","3.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Kitchen / F&B Production","2.0","22/12/2025","Front End Service and Sales Manager","Permanent","Current Employee","Bengaluru","","Culture","Doesn't understand , Rotational Shift ( Flexible Timings ) , This job involves Travel Within City .","1.0","3.0","4.0","1.0","2.0","1.0","2.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Finance","2.0","22/12/2025","Financial Associate","Permanent","Current Employee","Nagpur","","","other , Monday to Saturday ( Flexible Timings ) , This is a desk job.","2.0","2.0","3.0","2.0","4.0","3.0","3.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Enterprise & B2B Sales","1.0","20/12/2025","Area Executive","Permanent","Current Employee","Kolkata","","Politics, biased work culture, too much discussions about others life, insulting people who can't fit themselves in the lobby or gang, womanizing culture","Flexible Timings , This job involves Travel Within Country .","1.0","2.0","5.0","1.0","1.0","1.0","1.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Service Delivery","2.0","19/12/2025","PSE","Permanent","Current Employee","Jaipur","Work skill","Promotion  and salary very low chance to increase","Monday to Saturday ( Strict Timings ) , This is a desk job.","5.0","1.0","2.0","3.0","5.0","4.0","1.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Operations, Maintenance & Support","5.0","19/12/2025","Mechanical Maintenance Fitter","Permanent","Current Employee","Haridwar","7 year Experience","Fitter Mechanical maintenance Engineering","Monday to Saturday ( Strict Timings ) ,","5.0","5.0","5.0","5.0","5.0","5.0","5.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Finance","4.0","19/12/2025","Finance Executive","Permanent","Current Employee","Bengaluru","Job security","Work life balance","Monday to Saturday ( Flexible Timings ) , This is a desk job.","4.0","4.0","5.0","4.0","5.0","4.0","4.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Marketing","1.0","18/12/2025","Team Lead","Permanent","Current Employee","Khammam","Itc was good company","Hear my boss karthik was not good","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","1.0","1.0","1.0","1.0","3.0","1.0","1.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Retail & B2C Sales","1.0","18/12/2025","Sales Officer","Permanent","Current Employee","Ernakulam","Nothing","Poor culture and their work ethics.","No work from office , Monday to Saturday ( Strict Timings ) ,","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Operations, Maintenance & Support","5.0","15/12/2025","Machine Operator","Permanent","Current Employee","Kolkata","","","Rotational Shift ( Flexible Timings ) , This job involves Travel Within Country .","4.0","2.0","4.0","5.0","4.0","5.0","2.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Administration","5.0","15/12/2025","Operator","Permanent","Current Employee","Hyderabad","Good","Salary","Monday to Friday ( Strict Timings ) , This is a desk job.","5.0","4.0","5.0","5.0","5.0","5.0","4.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Retail & B2C Sales","2.0","14/12/2025","Team Lead","Permanent","Current Employee","Gondia","","No growth delay salary and toxic environment","Monday to Saturday ( Strict Timings ) ,","1.0","1.0","1.0","2.0","2.0","2.0","1.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Retail & B2C Sales","1.0","13/12/2025","Area Executive","Permanent","Current Employee","Pune","Nothing","Company Without Ambition","Strict Timings , This job involves Travel Within City .","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Operations","5.0","11/12/2025","Extruder Operator","Permanent","Current Employee","Kolkata","","","","5.0","4.0","4.0","5.0","4.0","5.0","4.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Quality Assurance - Other","4.0","11/12/2025","Apprenticeship Trainee","Permanent","Current Employee","Kolkata","Machine","Job profile","Rotational Shift ( Flexible Timings ) , This job involves Travel Within City .","4.0","4.0","3.0","3.0","4.0","3.0","4.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Retail & B2C Sales","5.0","11/12/2025","Area Sales Executive","Permanent","Current Employee","Kolkata","Management","NA","other , Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
"ITC","Itc","","7.1k","3.9","3.0","2.7","3.7","3.7","3.0","2.3","1.7","Marketing","3.0","11/12/2025","Sales Officer","Permanent","Current Employee","Tiruchirappalli","The package is good","The problem is no one is ready to teach you anything and there is good work environment","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","2.0","5.0","5.0","1.0","2.0","2.0","1.0","4","https://www.ambitionbox.com/reviews/itc-reviews?page=4"
